ImageNumber,ObjectNumber,Metadata_FileLocation,Metadata_Frame,Metadata_Left,Metadata_Media,Metadata_Rep,Metadata_Right,Metadata_Series,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Classify_Big,Classify_Biggest,Classify_Medium,Classify_Small,Classify_Smallest,Location_Center_X,Location_Center_Y,Number_Object_Number,Parent_Colonies
37,2,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p1-hp_0005.jpg,0,p1,benzo,0,hp,0,14506,0,111,1.061500295,0.643489104,1,0.887108611,0.818053172,156.9526673,157.9525245,93.02150289,37.1655179,34.4818793,111,120.1402466,85.65564233,472.05,0.99149038,0,0,0,0,0,51.06245691,83.54232731,2,0
38,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p1-none_0000.jpg,0,p1,benzo,0,none,0,24500,125,77,1.047792212,0.56850724,1,0.864624506,0.802561683,197.0564533,206.813926,76.4852927,30.28580088,28,153,162.1140599,12.59437374,619.368,0.984825646,0,0,0,0,0,118.5980408,70.30873469,1,0
39,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p1-none_0001.jpg,0,p1,benzo,0,none,0,26913,118,58,1.054861152,0.58757782,1,0.905490882,0.80847051,208.5986365,223.4860175,98.97979592,45.23013014,45.12205669,153,168.7912711,13.5642719,646.776,0.988703367,0,0,0,0,0,114.9207818,72.66075874,1,0
40,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p1-none_0002.jpg,0,p1,benzo,0,none,0,22139,71,81,1.012901957,0.294760715,1,0.881961597,0.892211285,172.4327084,181.8185909,85.42833254,35.18454181,34.525353,153,164.7717123,20.72859854,558.406,0.992135159,0,0,0,0,0,76.35498442,78.38755138,1,0
41,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p1-none_0003.jpg,0,p1,benzo,0,none,0,19055,81,82,1.001827524,0.228250397,1,0.79342938,0.881447948,157.6759984,158.9591142,76.23647421,26.7856489,24.18677324,151,153.5137404,-4.183886063,521.208,0.984779968,0,0,0,0,0,80.88165836,80.53770664,1,0
43,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p1-none_0005.jpg,0,p1,benzo,0,none,0,20051,100,73,1.005324659,0.417061419,1,0.78909878,0.890492775,167.3418094,167.7200048,75.13321503,27.26803983,24.33105012,151.1934017,152.09334,-28.19202548,531.934,0.986883229,0,0,0,0,0,95.99740661,76.4900005,1,0
44,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p1-s_0000.jpg,0,p1,benzo,0,s,0,3842,168,70,1.005234242,0.32566209,1,0.796434494,0.892882477,71.97818444,73.4982993,32.75667871,11.6405022,10.19803903,65.47362744,68.05438195,14.14739382,232.534,0.972165992,0,0,0,0,0,166.2933368,69.80088496,1,0
44,2,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p1-s_0000.jpg,0,p1,benzo,0,s,0,18937,0,86,1.046197208,0.548959233,1,0.931572216,0.823917442,172.0099163,185.0675552,122.3315168,52.76906154,52,131,143.7743381,80.0405545,537.426,0.994851589,0,0,0,0,0,61.45609125,78.29344669,2,1
45,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p1-s_0001.jpg,0,p1,benzo,0,s,0,3708,162,75,1.00344131,0.295763641,1,0.814229249,0.891374821,70.30654205,71.34423593,32.28002478,11.51433366,10.04987562,65,67.16110835,-82.90089718,228.636,0.977203848,0,0,0,0,0,162.1982201,73.58764833,1,3
45,2,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p1-s_0001.jpg,0,p1,benzo,0,s,0,19594,44,74,1.049693996,0.538038217,1,0.956644859,0.798251942,174.6493748,190.4127097,86,39.87647819,40.52159918,132,147.2155288,88.73812657,555.388,0.990546484,0,0,0,0,0,63.27702358,76.61442278,2,4
46,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p1-s_0002.jpg,0,p1,benzo,0,s,0,26979,45,70,1.287428696,0.575605014,0,0.85457713,0.355017075,229.7559417,254.4012579,83,33.79585202,31,153,187.8778366,0.872126227,977.222,0.855973476,0,0,0,0,0,92.07735646,76.12242856,1,2
46,2,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p1-s_0002.jpg,0,p1,benzo,0,s,0,4410,164,76,1.009880356,0.459261193,1,0.806658131,0.848481353,79.51890752,81.0246876,34.05877273,12.34398958,11,70,70.63674699,-67.63928772,255.566,0.97415507,0,0,0,0,0,162.1573696,78.17641723,2,3
47,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p1-s_0003.jpg,0,p1,benzo,0,s,0,4223,163,89,1.011678153,0.368775252,1,0.804380952,0.848052984,76.30469099,78.23681998,33.83784863,11.97249737,10.63014581,68.90463022,70.92662895,85.19777972,250.152,0.970358456,0,0,0,0,0,162.2292209,89.63177836,1,3
47,2,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p1-s_0003.jpg,0,p1,benzo,0,s,0,19927,59,153,1.057600796,0.528872816,1,0.924257885,0.770697211,176.2848985,201.3156725,70.72481884,32.15595567,32.01562119,139,149.613186,78.79093607,570.012,0.972713072,0,0,0,0,0,65.41416169,78.68299292,2,1
48,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p1-s_0004.jpg,0,p1,benzo,0,s,0,3812,171,73,1.003002176,0.225478013,1,0.800840336,0.898664638,70.59582023,70.9365914,33,11.73727414,10.29563014,67,68.77785478,74.5016971,230.878,0.978816279,0,0,0,0,0,171.11149,74.50629591,1,4
48,2,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p1-s_0004.jpg,0,p1,benzo,0,s,0,17110,0,83,1.06504775,0.640357754,1,0.918214017,0.788212112,170.5183097,177.5302791,112.4455424,47.52748366,46.86149806,120,130.971155,84.13691335,522.286,0.993323657,0,0,0,0,0,55.60222092,78.16691993,2,3
49,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p1-s_0005.jpg,0,p1,benzo,0,s,0,4420,167,76,1.003029606,0.34001012,1,0.775710776,0.906723158,77.30634275,79.0569415,36.05551275,12.61493937,11.18033989,72.12489168,72.70056821,-23.82394291,247.502,0.980261699,0,0,0,0,0,165.9791855,75.989819,1,1
49,2,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p1-s_0005.jpg,0,p1,benzo,0,s,0,8,0,125,56.43822115,0.999996078,2,0.275862069,0.251327412,33.91819376,28,1,1,1,0,0.095,90,20,0.275862069,0,0,0,0,0,0,131.125,2,2
49,3,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p1-s_0005.jpg,0,p1,benzo,0,s,0,12724,48,89,1.116878808,0.738266324,1,0.856835017,0.794276507,157.4249612,153.6879956,50.99019514,21.09991264,20.39607805,98,106.1846049,88.59011367,448.674,0.988732613,0,0,0,0,0,43.86647281,80.07128262,3,2
50,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-hi_0000.jpg,0,p14,benzo,0,hi,0,641,187,82,1.047442108,0.657747754,1,0.763095238,0.851739006,33.05141458,33.83784863,12.04159458,4.777727672,4.123105626,24.74873734,24.89559037,52.7734647,97.248,0.948926721,0,0,0,0,0,187.8486739,82.19812793,1,4
50,2,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-hi_0000.jpg,0,p14,benzo,0,hi,0,19152,0,34,1.029642876,0.403540508,1,0.881524441,0.830160894,165.0141266,174.725499,106.5692263,41.92042861,38.94868419,141,150.981619,-87.74590282,538.432,0.99135566,0,0,0,0,0,63.89348371,74.45687135,2,3
51,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-hi_0001.jpg,0,p14,benzo,0,hi,0,22759,0,17,1.034293325,0.283601746,1,0.929469901,0.801948931,176.3673639,202.6326726,135.0740538,55.24960648,53.71219601,153,169.1260993,-52.73327219,597.184,0.991116143,0,0,0,0,0,73.62186388,75.43125796,1,5
52,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-hi_0002.jpg,0,p14,benzo,0,hi,0,1360,177,69,1.01802307,0.301766709,1,0.703933747,0.723437534,42.96543114,45.27692569,17.88854382,6.543029822,5.830951895,40.69643719,40.96246001,68.4281377,153.7,0.935350757,0,0,0,0,0,178.7764706,68.63161765,1,2
52,2,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-hi_0002.jpg,0,p14,benzo,0,hi,0,15944,62,75,1.014708418,0.464344608,1,0.797120288,0.833443717,151.6685819,155.4380906,66.64833081,26.13671514,24.18677324,134.9091415,134.3259785,55.16243368,490.304,0.981169231,0,0,0,0,0,62.98958856,73.12870045,2,1
53,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-hi_0003.jpg,0,p14,benzo,0,hi,0,540,190,72,1.045745105,0.652687227,1,0.744827586,0.829993361,30.25629928,30.52867504,11.18033989,4.402666056,4,23.07046063,22.92300349,66.6361835,90.42,0.939947781,0,0,0,0,0,189.362963,72.91111111,1,0
53,2,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-hi_0003.jpg,0,p14,benzo,0,hi,0,23922,0,17,1.030532614,0.303688813,1,0.93576905,0.829077413,181.0433353,203.6663939,135.0740538,55.33594664,53.82378656,153,172.4928896,3.740289657,602.152,0.994636398,0,0,0,0,0,77.47738483,76.66528718,2,2
54,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-hi_0004.jpg,0,p14,benzo,0,hi,0,632,191,88,1.018621212,0.347542052,1,0.703003337,0.748517394,29.5597819,31.32091953,12.80624847,4.744377606,4.182873156,26.87005769,27.71715508,-59.61907755,103.006,0.917937545,0,0,0,0,0,190.3275316,87.84018987,1,0
54,2,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-hi_0004.jpg,0,p14,benzo,0,hi,0,17566,53,85,1.023050944,0.442460055,1,0.892399919,0.87514678,158.962665,162.788206,77.83315489,31.04983292,29.96664813,132,142.5558443,86.45866411,502.228,0.991505094,0,0,0,0,0,61.961175,81.74063532,2,2
55,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-hi_0005.jpg,0,p14,benzo,0,hi,0,800,186,83,1.030722029,0.529158682,1,0.761904762,0.847641454,34.95473457,35.17101079,14,5.302343674,5,29,29.65989228,0.024208175,108.904,0.95636581,0,0,0,0,0,186.1275,83.06625,1,3
55,2,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-hi_0005.jpg,0,p14,benzo,0,hi,0,22797,0,136,1.024376352,0.23508663,1,0.89716647,0.833013888,174.5264383,195.4123845,121.1981848,48.48215181,46.66904756,153,169.635234,2.883883883,586.432,0.990807745,0,0,0,0,0,75.00978199,77.45505988,2,4
56,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-hp_0000.jpg,0,p14,benzo,0,hp,0,1321,179,71,1.020109435,0.455109214,1,0.73145072,0.838541357,43.73996125,43.8634244,18.97366596,6.7741212,6,38.78223909,38.94761977,59.93208579,140.7,0.953790614,0,0,0,0,0,179.1461014,69.36487509,1,1
56,2,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-hp_0000.jpg,0,p14,benzo,0,hp,0,23360,0,57,1.039409684,0.426752989,1,0.92492873,0.804248515,184.0622848,212.8403157,95,37.5065996,35.22782991,153,166.4600818,-30.54142559,604.152,0.989034252,0,0,0,0,0,76.60205479,73.5005137,2,3
57,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-hp_0001.jpg,0,p14,benzo,0,hp,0,28369,97,55,1.060029727,0.597938508,1,0.921071429,0.783763947,215.4891412,235.7159307,97,44.971035,44.92215489,153,172.7235923,-9.515519317,674.426,0.987366003,0,0,0,0,0,92.92872502,74.85470055,1,1
58,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-hp_0002.jpg,0,p14,benzo,0,hp,0,1090,186,80,1.055955671,0.649618731,1,0.664634146,0.765453667,43.09584453,43.0464865,14.86606875,5.851585642,5.099019514,32.1726537,32.76405347,44.87357197,133.77,0.93844167,0,0,0,0,0,183.1027523,77.4853211,1,3
58,2,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-hp_0002.jpg,0,p14,benzo,0,hp,0,13078,57,60,1.027205937,0.391918753,0,0.859151228,0.802620394,135.8736985,144.5890729,56.75385449,20.99634675,19.23538406,117,125.0037798,-85.03165032,452.502,0.98672099,0,0,0,0,0,54.85357088,60.42300046,2,2
59,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-hp_0003.jpg,0,p14,benzo,0,hp,0,792,186,78,1.009805337,0.412861639,1,0.7734375,0.910340567,33.37994546,33.61547263,14.56021978,5.475205511,5,29.69848481,30.40224592,28.25521609,104.56,0.961748634,0,0,0,0,0,187.1527778,78.32070707,1,1
59,2,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-hp_0003.jpg,0,p14,benzo,0,hp,0,9878,58,84,1.002171706,0.314038041,1,0.760080025,0.860590225,114.9535004,115.6935608,53.75872022,18.72080217,16.40121947,107.4802307,109.1380489,34.94126937,379.788,0.978989098,0,0,0,0,0,56.90736991,83.73790241,2,2
60,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-hp_0004.jpg,0,p14,benzo,0,hp,0,772,187,76,1.023634104,0.553108873,1,0.756862745,0.867789258,34.48219117,34.4818793,13.92838828,5.264436139,5,28.70835787,28.72742316,-3.368100434,105.732,0.950153846,0,0,0,0,0,187.2940415,75.82124352,1,2
60,2,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-hp_0004.jpg,0,p14,benzo,0,hp,0,14846,54,75,1.017181591,0.347898439,1,0.797657425,0.836822941,142.7990859,145.7737974,67.20119047,26.11477371,24.16609195,131,133.8787449,-74.98028813,472.164,0.983960764,0,0,0,0,0,58.56042032,76.4713054,2,1
61,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-hp_0005.jpg,0,p14,benzo,0,hp,0,734,186,63,1.028109669,0.511427961,1,0.766980146,0.794724276,33.26589322,34.17601498,14.03566885,5.090605012,4.472135955,27.89159688,28.58625213,-87.02834311,107.732,0.93921945,0,0,0,0,0,185.1961853,64.15122616,1,3
61,2,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-hp_0005.jpg,0,p14,benzo,0,hp,0,13676,56,79,1.008430058,0.368290206,1,0.829250546,0.86387817,137.003623,143.2829369,64.47480128,24.50164636,22.8035085,123,127.3737592,-68.06237541,446.024,0.986119624,0,0,0,0,0,58.29197134,78.41883592,2,2
62,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-none_0000.jpg,0,p14,benzo,0,none,0,9009,123,60,1.002606227,0.360129026,1,0.780405405,0.89835775,110.7172472,111.1575459,51.19570294,17.89974491,15.8113883,103,103.2883973,-1.008633693,354.992,0.981907357,0,0,0,0,0,122.8396048,60.58530359,1,1
63,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-none_0001.jpg,0,p14,benzo,0,none,0,8752,100,75,1.000539647,0.170211509,1,0.771645212,0.88976187,106.1937342,107.5174404,51.623638,17.71477005,15.55634919,103.9446968,104.6441076,-6.633020199,351.578,0.981826341,0,0,0,0,0,100.8280393,75.27936472,1,1
64,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-none_0002.jpg,0,p14,benzo,0,none,0,10833,97,68,1.000843786,0.127641628,1,0.7714713,0.870231672,117.7751153,119.6411301,56.85068161,19.52123518,17.02938637,115.6533124,116.8117566,42.81385911,395.514,0.978944515,0,0,0,0,0,97.54463214,68.33148712,1,1
65,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-none_0003.jpg,0,p14,benzo,0,none,0,22455,0,14,1.033820476,0.384207074,1,0.917054643,0.821301131,178.2940129,204.6289325,138.7083271,53.47236655,48.83646179,153,164.6094031,-40.21944941,586.152,0.995411929,0,0,0,0,0,73.2155422,73.91440659,1,1
66,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-none_0004.jpg,0,p14,benzo,0,none,0,23102,79,75,1.032063436,0.334729936,1,0.926006093,0.802592405,178.9790705,208.0624906,78.63841301,31.59288002,30,153,168.6545024,33.01815433,601.426,0.984739983,0,0,0,0,0,76.23188469,78.09367154,1,1
67,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-none_0005.jpg,0,p14,benzo,0,none,0,26882,111,91,1.043520654,0.626509445,1,0.872792208,0.855720215,210.3816345,207.5764919,93.40770846,36.90000618,34.43835072,153,163.974355,-0.762183924,628.304,0.991041475,0,0,0,0,0,107.403467,80.70586266,1,0
68,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-p1_0000.jpg,0,p14,benzo,0,p1,0,16254,0,60,1.09046248,0.701083337,1,0.925837321,0.79924456,172.6512891,179.5689283,112.0892502,49.14439219,48.50773134,113,123.1140684,-84.70023565,505.528,0.993824518,0,0,0,0,0,52.58188754,74.66968131,1,3
69,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-p1_0001.jpg,0,p14,benzo,0,p1,0,31389,204,112,1.092479992,0.66494233,1,0.994266709,0.763225362,236.2714496,255,110.8602724,50.59020154,52,153,176.4698942,0.134235976,718.898,0.994298204,0,0,0,0,0,102.2813406,76.44799133,1,2
70,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-p1_0002.jpg,0,p14,benzo,0,p1,0,14780,0,1,1.120875976,0.750494697,1,0.914038343,0.761789352,171.0354481,172.0377865,75.00666637,26.16635092,25,104,113.0333033,87.68724895,493.77,0.983006884,0,0,0,0,0,48.62050068,76.29878214,1,2
70,2,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-p1_0002.jpg,0,p14,benzo,0,p1,0,15947,157,0,1.145149236,0.74316442,1,0.908350422,0.717489104,178.8871749,187.0427759,61.07372594,27.02816674,27.20294102,113,119.6949909,87.18978438,528.49,0.954024708,0,0,0,0,0,151.6626325,74.93321628,2,2
71,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-p1_0003.jpg,0,p14,benzo,0,p1,0,19372,47,72,1.052066361,0.554366684,1,0.952971271,0.799794395,174.7673316,189.6127633,82.37718131,38.46331418,39.62322551,131,145.4540508,-87.1787419,551.7,0.989073828,0,0,0,0,0,63.02833987,75.65367541,1,2
71,2,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-p1_0003.jpg,0,p14,benzo,0,p1,0,11615,204,153,1.392638718,0.875291453,1,0.877000906,0.618814997,182.3686147,174.5422585,83.93449827,32.41721926,31,85,88.1926912,-88.55652065,485.662,0.907280112,0,0,0,0,0,166.5870857,77.48514851,2,1
72,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-p1_0004.jpg,0,p14,benzo,0,p1,0,15433,157,113,1.132915583,0.747668491,0,0.879072682,0.74237727,175.447749,182.7840256,61.6116872,26.77581176,27,113,116.5099648,-80.92711805,511.114,0.991073722,0,0,0,0,0,153.4746323,80.45286075,1,3
72,2,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-p1_0004.jpg,0,p14,benzo,0,p1,0,12094,23,67,1.090824904,0.695234403,1,0.849238115,0.773636961,148.5654212,148.070929,70.83784299,28.5814751,26.68332813,100,106.786312,89.07316415,443.222,0.987225011,0,0,0,0,0,44.15933521,68.96237804,2,3
73,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-p1_0005.jpg,0,p14,benzo,0,p1,0,18330,69,80,1.009506499,0.420878316,1,0.826569264,0.838374285,160.4763314,167.8868667,70.88018059,26.24204536,24.08318916,143,145.5708253,-62.5278483,524.164,0.97869614,0,0,0,0,0,71.35597381,77.03360611,1,3
73,2,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-p1_0005.jpg,0,p14,benzo,0,p1,0,10288,204,91,1.465389317,0.894512439,1,0.795299938,0.598320433,178.542122,169.0680336,62.16912417,23.09299982,20.61552813,83,79.81601641,-84.94100329,464.84,0.885560577,0,0,0,0,0,170.370626,80.75670684,2,3
74,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-s_0000.jpg,0,p14,benzo,0,s,0,1731,179,82,1.030995069,0.52329623,1,0.819602273,0.862571285,51.2841548,53,20.61552813,7.674310486,7,41.74054229,43.70183564,76.69536335,158.802,0.966229417,0,0,0,0,0,180.3853264,82.41016753,1,2
74,2,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-s_0000.jpg,0,p14,benzo,0,s,0,23788,79,79,1.038245932,0.371382315,1,0.941875198,0.800246606,183.4199039,211.4355694,79,32.61462912,31,153,170.3017189,-30.08653622,611.184,0.983036139,0,0,0,0,0,78.51694131,75.78812847,2,1
75,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-s_0001.jpg,0,p14,benzo,0,s,0,1304,173,94,1.014767541,0.428467645,1,0.815509694,0.849293795,43.06283868,45.79301257,18.86796226,6.817471779,6,38,38.90973469,56.89260229,138.904,0.967000371,0,0,0,0,0,173.0069018,92.91334356,1,3
75,2,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-s_0001.jpg,0,p14,benzo,0,s,0,27081,67,62,1.079070488,0.528350584,1,0.906446646,0.653362086,207.5309727,226.1526033,90.02777349,37.66071991,36.23534186,153,176.1992541,-5.231820171,721.706,0.950393936,0,0,0,0,0,88.46039659,75.44669695,2,2
76,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-s_0002.jpg,0,p14,benzo,0,s,0,1663,181,84,1.008726439,0.317928394,1,0.786288416,0.828686336,47.40847737,48.38388161,21.21320344,7.717328299,7,44,44.9486756,-82.36354532,158.802,0.963778615,0,0,0,0,0,181.9837643,84.32772099,1,2
76,2,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-s_0002.jpg,0,p14,benzo,0,s,0,23214,0,50,1.036817909,0.409773821,1,0.92478687,0.823100872,182.5459902,208.0624906,150.5456741,66.20281439,65.2533524,153,166.5161085,-36.65943515,595.324,0.995262492,0,0,0,0,0,75.39054019,73.98048591,2,2
77,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-s_0003.jpg,0,p14,benzo,0,s,0,3150,177,87,1.033926022,0.621397348,1,0.757575758,0.873491846,71.61211033,70.68238819,26.41968963,10.27991763,9.219544457,55.79409937,56.10777246,48.79971491,212.878,0.969379905,0,0,0,0,0,173.7146032,85.66952381,1,0
77,2,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-s_0003.jpg,0,p14,benzo,0,s,0,10540,41,68,1.030747021,0.568349927,1,0.80952381,0.8206381,128.2228619,130.8625233,55.36244214,22.19532061,20.59126028,104,105.5000971,73.07899859,401.744,0.984356759,0,0,0,0,0,47.18083491,71.92988615,2,1
78,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-s_0004.jpg,0,p14,benzo,0,s,0,2397,181,79,1.009809152,0.429130819,1,0.808704453,0.86734352,58.21574862,59.80802622,26.40075756,9.827987516,9,51,52.58292951,-80.66247313,186.356,0.971428571,0,0,0,0,0,179.7884856,79.65957447,1,0
78,2,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-s_0004.jpg,0,p14,benzo,0,s,0,11011,47,57,1.010929779,0.368299379,1,0.841819572,0.852033576,123.0947486,125.9920632,58.69412236,22.40926883,20.80865205,108,114.4420799,82.50307167,402.986,0.984135496,0,0,0,0,0,51.25637998,58.5680683,2,3
79,1,file:///C:/Users/Angela/Documents/UVA/Fourth%20Year/Papin%20Lab/March%202%2C%20Images/benzo_p14-s_0005.jpg,0,p14,benzo,0,s,0,9245,45,67,1.01237667,0.429132464,1,0.796982759,0.836315273,114.379,115.4339638,53.46026562,20.23648388,18.78829423,99,103.3118672,77.03345751,372.712,0.975983109,0,0,0,0,0,46.46846944,65.71130341,1,1
